person,cand_row,book,juan,sentence,source_file,alias_in_sentence
贾逵,165,後漢書,第七十六章:文苑列传上,和帝时，侍中贾逵荐尤有相如、杨雄之风，召诣东观，受诏作赋，拜兰台令史。,data/raw/mirror/後漢書/列传/第七十六章-文苑列传上.txt,
贾逵,184,後漢書,第三十一章:刘赵淳于江刘周赵列传,积十余岁，至永元十年，有司复奏之，侍中贾逵因上书曰：“孔子称‘能以礼让为国，于从政乎何有’。,data/raw/mirror/後漢書/列传/第三十一章-刘赵淳于江刘周赵列传.txt,
贾逵,318,後漢書,第十五章:卓鲁魏刘列传,时，侍中贾逵荐丕道艺深明，宜见任用。,data/raw/mirror/後漢書/列传/第十五章-卓鲁魏刘列传.txt,
贾逵,319,後漢書,第十五章:卓鲁魏刘列传,和帝因朝会，召见诸儒，丕与侍中贾逵、尚书令黄香等相难数事，帝善丕说，罢朝，特赐冠帻履袜衣一袭。,data/raw/mirror/後漢書/列传/第十五章-卓鲁魏刘列传.txt,
贾逵,1183,後漢書,25,時，侍中賈逵薦丕道藝深明，宜見任用。,data/raw/後漢書/卷25.txt,
贾逵,1184,後漢書,25,和帝因朝會，召見諸儒，丕與侍中賈逵、尚書令黃香等相難數事，帝善丕說，罷朝，特賜冠幘履襪衣一襲。,data/raw/後漢書/卷25.txt,
贾逵,1244,後漢書,39,積十餘歲，至永元十年，有司復奏之，侍中賈逵因上書曰：「孔子稱『能以禮讓為國，於從政乎何有』。,data/raw/後漢書/卷39.txt,
贾逵,1261,後漢書,48,（注：【《袁山松書》曰「侍中賈逵薦終博達忠直，徵拜郎中。,data/raw/後漢書/卷48.txt,
贾逵,1372,後漢書,80上,和帝時，侍中賈逵-{薦}-尤有相如、楊雄之風，召詣東觀，受詔作賦，拜蘭-{臺}-令史。,data/raw/後漢書/卷80上.txt,
贾逵,1493,東觀漢記,017,特優嘉之愷猶不出有司復奏之侍中賈逵上書曰孔¶,data/raw/東觀漢記/卷017.txt,
贾逵,244,後漢書,第五十二章:张衡列传,往者侍中贾逵摘谶互异三十余事，诸言谶者皆不能说。,data/raw/mirror/後漢書/列传/第五十二章-张衡列传.txt,
贾逵,1293,後漢書,59,往者侍中賈逵摘讖互異三十餘事，諸言讖者皆不能說。,data/raw/後漢書/卷59.txt,
贾逵,348,後漢書,第四十五章:崔骃列传,年十八，至京师，从侍中贾逵质正大义，逵善待之，瑗因留游学，遂明天官、历数、《京房易传》、六日七分。,data/raw/mirror/後漢書/列传/第四十五章-崔骃列传.txt,
贾逵,906,全後漢文,卷五十四,往者侍中賈逵擿讖互異三十餘事，諸言讖者皆不能說。,data/raw/全後漢文/卷五十四.txt,
贾逵,1269,後漢書,52,年十八，至京師，從侍中賈逵質正大義，逵善待之，瑗因留遊學，遂明天官、歷數、京房易傳、六日七分。,data/raw/後漢書/卷52.txt,
贾逵,1480,東觀漢記,002,十一年帝召諸儒魯丕與侍中賈逵尚書令黄香等相¶,data/raw/東觀漢記/卷002.txt,
刘艾,283,後漢書,第六十六章:董卓列传,既知不实，使侍中刘艾出让有司。,data/raw/mirror/後漢書/列传/第六十六章-董卓列传.txt,
刘艾,374,後漢書,第十章:孝献帝纪,帝疑赋恤有虚，乃亲于御坐前量试作糜，乃知非实，使侍中刘艾出让有司。,data/raw/mirror/後漢書/本纪/第十章-孝献帝纪.txt,
刘艾,908,全後漢文,卷八,帝疑賦恤有虛，乃親于御座前量試作糜，乃知非實，使侍中劉艾出讓有司。,data/raw/全後漢文/卷八.txt,
刘艾,1336,後漢書,72,既知不實，使侍中劉艾出讓有司。,data/raw/後漢書/卷72.txt,
刘艾,1388,後漢書,9,』」）使侍中劉艾出讓有司。,data/raw/後漢書/卷9.txt,
刘艾,1454,後漢紀,027,小各有差餓死者甚衆帝疑廪賦不實勑侍中劉艾¶,data/raw/後漢紀/卷027.txt,
刘艾,620,三國志,06,傕兵數百人皆持大戟在乘輿車左右，侍中劉艾大呼云：「是天子也。,data/raw/三國志/卷06.txt,
刘艾,1337,後漢書,72,傕兵數百人皆持大戟在乘輿車前，侍中劉艾大呼云：『是天子也！,data/raw/後漢書/卷72.txt,
刘艾,1387,後漢書,9,帝疑賦卹有虛，乃親於御坐前量試作糜，乃知非實，（注：袁宏《紀》曰：「時勑侍中劉艾取米豆五升於御前作糜，得滿三盂，於是詔《尚書》曰：『米豆五升，得糜三盂，而人委頓，何也？,data/raw/後漢書/卷9.txt,
刘艾,1466,後漢紀,028,爲亂脅乘輿西行侍中劉艾見火起不止曰可出幸¶,data/raw/後漢紀/卷028.txt,
刘艾,1468,後漢紀,028,也必有異心於是太尉楊彪司徒趙温侍中劉艾尚¶,data/raw/後漢紀/卷028.txt,
王林卿,516,漢書,第四十九章:盖诸葛刘郑孙毋将何传,初，邛成太后外家王氏贵，而侍中王林卿通轻侠，倾京师。,data/raw/mirror/漢書/传/第四十九章-盖诸葛刘郑孙毋将何传.txt,
王林卿,518,漢書,第四十九章:盖诸葛刘郑孙毋将何传,“故侍中王林卿坐杀人埋冢舍，使奴剥寺门鼓。,data/raw/mirror/漢書/传/第四十九章-盖诸葛刘郑孙毋将何传.txt,
王林卿,977,全漢文,卷五十五,故侍中王林卿坐殺人埋冢舍，使奴剝寺門鼓。,data/raw/全漢文/卷五十五.txt,
王林卿,1640,漢書,077,初，邛成太后外家王氏貴，而侍中王林卿通輕俠，傾京師。,data/raw/漢書/卷077.txt,
王林卿,1642,漢書,077,」叱吏斷頭持還，縣所剝鼓置都亭下，署曰：「故侍中王林卿坐殺人埋冢舍，使奴剝寺門鼓。,data/raw/漢書/卷077.txt,
王林卿,1736,漢書,100下,」晉灼曰：「何並斬侍中王林卿奴，是立志也。,data/raw/漢書/卷100下.txt,
马宇,81,三國志,第六章:董二袁刘传,侍中马宇与谏议大夫种邵、左中郎将刘范等谋，欲使腾袭长安，己为内应，以诛傕等。,data/raw/mirror/三國志/魏书/第六章-董二袁刘传.txt,
马宇,282,後漢書,第六十六章:董卓列传,时腾私有求于C765，不获而怒，遂与侍中马宇、右中郎将刘范、前凉州刺史种劭、中郎将杜禀合兵攻C765，连日不决。,data/raw/mirror/後漢書/列传/第六十六章-董卓列传.txt,
马宇,614,三國志,06,侍中馬宇與諫議大夫种邵、左中郎將劉範等謀，欲使騰襲長安，己爲內應，以誅傕等。,data/raw/三國志/卷06.txt,
马宇,1288,後漢書,56,一八三０頁一二行左中郎劉范諫議大夫馬宇按：集解引錢大昕說，謂董卓傳云「侍中馬宇、右中郎將劉范」。,data/raw/後漢書/卷56.txt,
马宇,1335,後漢書,72,時騰私有求於傕，不獲而怒，遂與侍中馬宇、右中郎將劉範、（注：焉之子。,data/raw/後漢書/卷72.txt,
刘廙,582,三國志,02,」魏王侍中劉廙、辛毗、劉曄、尚書令桓階、尚書陳矯、陳羣、給事黃門侍郎王毖、董遇等言：「臣伏讀左中郎將李伏上事，考圖緯之言，以效神明之應，稽之古代，未有不然者也。,data/raw/三國志/卷02.txt,
刘廙,585,三國志,02,」侍中劉廙、常侍衞臻等奏議曰：「漢氏遵唐堯公天下之議，陛下以聖德膺歷數之運，天人同忻，靡不得所，宜順靈符，速踐皇阼。,data/raw/三國志/卷02.txt,
刘廙,586,三國志,02,」侍中劉廙等奏曰：「伏惟陛下以大聖之純懿，當天命之歷數，觀天象則符瑞著明，考圖緯則文義煥炳，察人事則四海齊心，稽前代則異世同歸；,data/raw/三國志/卷02.txt,
刘廙,587,三國志,02,」侍中劉廙等奏曰：「臣等聞聖帝不違時，明主不逆人，故易稱通天下之志，斷天下之疑。,data/raw/三國志/卷02.txt,
刘廙,588,三國志,02,」相國華歆、太尉賈詡、御史大夫王朗及九卿上言曰：「臣等被召到，伏見太史丞許芝、左中郎將李伏所上圖讖、符命，侍中劉廙等宣叙衆心，人靈同謀。,data/raw/三國志/卷02.txt,
刘岱,37,三國志,第八章:许麋孙简伊秦传,进用颍川荀爽、韩融、陈纪等为公、卿、郡守，拜尚书韩馥为冀州牧，侍中刘岱为兖州刺史，颍川张咨为南阳太守，陈留孔伷为豫州刺史，东郡张邈为陈留太守，而迁靖巴郡太守，不就，补御史中丞。,data/raw/mirror/三國志/蜀书/第八章-许麋孙简伊秦传.txt,
刘岱,280,後漢書,第六十六章:董卓列传,以尚书韩馥为冀州刺史，侍中刘岱为兗州刺史，陈留孔亻由为豫州刺史，颍川张咨为南阳太守。,data/raw/mirror/後漢書/列传/第六十六章-董卓列传.txt,
刘岱,749,三國志,38,進用颍川荀爽、韓融、陳紀等為公、卿、郡守，拜尚書韓馥為冀州牧，侍中劉岱為兗州剌史，颍川張咨為南陽太守，陳留孔伷為豫州剌史，東郡張邈為陳留太守，而遷靖巴郡太守，不就，補御史中丞。,data/raw/三國志/卷38.txt,
刘岱,1333,後漢書,72,）侍中劉岱為兗州刺史，（注：《吳志》曰：「劉岱字公山，東萊牟平人。,data/raw/後漢書/卷72.txt,
刘岱,1448,後漢紀,025,以尚書韓馥爲兾州侍中劉岱爲兖州陳留孔胄爲¶,data/raw/後漢紀/卷025.txt,
虞子和,79,三國志,第八章:二公孙陶四张传,虞子和为侍中，在长安。,data/raw/mirror/三國志/魏书/第八章-二公孙陶四张传.txt,
虞子和,269,後漢書,第六十七章:刘虞公孙瓚陶谦列传,时，虞子和为侍中，因此遣和潜从武关出，告虞将兵来迎。,data/raw/mirror/後漢書/列传/第六十七章-刘虞公孙瓚陶谦列传.txt,
虞子和,627,三國志,08,）虞子和為侍中，在長安。,data/raw/三國志/卷08.txt,
虞子和,1343,後漢書,73,時虞子和為侍中，因此遣和潛從武關出，告虞將兵來迎。,data/raw/後漢書/卷73.txt,
王沈,116,三國志,第四章:少帝纪,事已觉露，直欲因际会举兵入西宫杀吾，出取大将军，呼侍中王沈、散骑常侍王业、尚书王经，出怀中黄素诏示之，言今日便当施行。,data/raw/mirror/三國志/魏书/第四章-少帝纪.txt,
王沈,601,三國志,04,」傅暢《晉諸公贊》曰：帝常與中護軍司馬望、侍中王沈、散騎常侍裴秀、黃門侍郎鍾會等講宴於東堂，并屬文論。,data/raw/三國志/卷04.txt,
王沈,604,三國志,04,乃召侍中王沈、尚書王經、散騎常侍王業，謂曰：「司馬昭之心，路人所知也。,data/raw/三國志/卷04.txt,
王沈,605,三國志,04,事已覺露，直欲因際會舉兵入西宮殺吾，出取大將軍，呼侍中王沈、散騎常侍王業、（注：《世語》曰：業，武陵人，後為晉中護軍。,data/raw/三國志/卷04.txt,
刘瑜,272,後漢書,第六十三章:窦何列传,武于是引同志尹勋为尚书令，刘瑜为侍中，冯述为屯骑校尉；,data/raw/mirror/後漢書/列传/第六十三章-窦何列传.txt,
刘瑜,356,後漢書,第九章:孝灵帝纪,九月辛亥，中常侍曹节矫诏诛太傅陈蕃、大将军窦武及尚书令尹勋、侍中刘瑜、屯骑校尉冯述，皆夷其族。,data/raw/mirror/後漢書/本纪/第九章-孝灵帝纪.txt,
刘瑜,1323,後漢書,69,武於是引同志尹勳為尚書令，劉瑜為侍中，馮述為屯騎校尉；,data/raw/後漢書/卷69.txt,
刘瑜,1369,後漢書,8,九月丁亥，中常侍曹節矯詔誅太傅陳蕃、大將軍竇武及尚書令尹勳、侍中劉瑜、屯騎校尉馮述，皆夷其族。,data/raw/後漢書/卷8.txt,
刘瑜,272,後漢書,第六十三章:窦何列传,武于是引同志尹勋为尚书令，刘瑜为侍中，冯述为屯骑校尉；,data/raw/mirror/後漢書/列传/第六十三章-窦何列传.txt,
刘瑜,1323,後漢書,69,武於是引同志尹勳為尚書令，劉瑜為侍中，馮述為屯騎校尉；,data/raw/後漢書/卷69.txt,
刘瑜,1439,後漢紀,023,㣲侍中劉瑜素善天文與蕃書曰星辰錯亂不利大¶,data/raw/後漢紀/卷023.txt,
刘瑜,1440,後漢紀,023,長樂食監王甫等使侍中劉瑜内其奏謀頗泄漏節¶,data/raw/後漢紀/卷023.txt,
张辟彊,141,史記,第九章:吕太后本纪,留侯子张辟彊为侍中，年十五，谓丞相曰：“太后独有孝惠，今崩，哭不悲，君知其解乎？,data/raw/mirror/史記/十二本纪/第九章-吕太后本纪.txt,
张辟彊,1064,史記,009,留侯子張辟彊為侍中，年十五，謂丞相曰：「太后獨有孝惠，今崩，哭不悲，君知其解乎？,data/raw/史記/卷009.txt,
张辟彊,1689,漢書,097上,留侯子張辟彊為侍中，年十五，謂丞相陳平曰：「太后獨有帝，今哭而不悲，君知其解未？,data/raw/漢書/卷097上.txt,
张辟彊,392,漢書,第七十二章:外戚传上,留侯子张辟强为侍中，年十五，谓丞相陈平曰：“太后独有帝，今哭而不悲，君知其解未？,data/raw/mirror/漢書/传/第七十二章-外戚传上.txt,
张辟彊,1021,前漢紀,005,淚不下侍中張辟強者張良子年十五餘謂陳平曰¶,data/raw/前漢紀/卷005.txt,
许相,150,後漢書,第七十三章:宦者列传,伏闻中常侍曹节、王甫、张让等，及侍中许相，并为列侯。,data/raw/mirror/後漢書/列传/第七十三章-宦者列传.txt,
许相,861,全後漢文,卷九十五,伏聞中常侍曹節、王甫、張讓等，及侍中許相，竝爲列矦。,data/raw/全後漢文/卷九十五.txt,
许相,1349,後漢書,78,伏聞中常侍曹节、王甫、張让等，及侍中许相，并为列侯。,data/raw/後漢書/卷78.txt,
刘歆,222,後漢書,第二十八章:郑范陈贾张列传,建平中，侍中刘歆欲立《左氏》，不先暴论大义，而轻移太常，恃其义长，诋挫诸儒，诸儒内怀不服，相与排之。,data/raw/mirror/後漢書/列传/第二十八章-郑范陈贾张列传.txt,
刘歆,827,全後漢文,卷三十一,建平中，侍中劉歆欲立《左氏》，不先暴論大義，而輕移太常，恃其義長，詆挫諸儒，諸儒內懷不服，相與排之。,data/raw/全後漢文/卷三十一.txt,
刘歆,1224,後漢書,36,）侍中劉歆欲立左氏，不先暴論大義，而輕移太常，恃其義長，詆挫諸儒，諸儒内懷不服，相與排之。,data/raw/後漢書/卷36.txt,
杜乔,241,後漢書,第五十七章:李杜列传,侍中杜乔，学深行直，当世良臣，久托疾病，可敕令起。,data/raw/mirror/後漢書/列传/第五十七章-李杜列传.txt,
杜乔,247,後漢書,第五十五章:左周黄列传,时，诏遣八使巡行风俗，皆选素有威名者，乃拜举为侍中，与侍中杜乔、守光禄大夫周栩、前青州刺史冯羡、尚书栾巴、侍御史张纲、兗州刺史郭遵、太尉长史刘班，并守光禄大夫，分行天下。,data/raw/mirror/後漢書/列传/第五十五章-左周黄列传.txt,
杜乔,355,後漢書,第七章:孝顺孝冲孝质帝纪,丁卯，遣侍中杜乔，光禄大夫周举，守光禄大夫郭遵、冯羡、栾巴、张纲、周栩、刘班等八人分行州、郡，班宣风化，举实臧否。,data/raw/mirror/後漢書/本纪/第七章-孝顺孝冲孝质帝纪.txt,
周广,261,後漢書,第五章:李王邓来列传,明年，中常侍樊丰与大将军耿宝、侍中周广、谢惲等共谗陷太尉杨震，震遂自杀。,data/raw/mirror/後漢書/列传/第五章-李王邓来列传.txt,
周广,335,後漢書,第四十七章:杨震列传,时诏遣使者大为阿母修弟，中常侍樊丰及侍中周广、谢恽等更相扇动，倾摇朝廷。,data/raw/mirror/後漢書/列传/第四十七章-杨震列传.txt,
周广,367,後漢書,第十二章:皇后纪下,显忌大将军耿宝位尊权重，威行前朝，乃风有司奏宝及其党与中常侍樊丰、虎贲中郎将谢惲、惲弟侍中笃、笃弟大将军长史宓、侍中周广、阿母野王君王圣、圣女永、永婿黄门侍郎樊严等，更相阿党，互作威福，探刺禁省，更为唱和，皆大不道。,data/raw/mirror/後漢書/本纪/第十二章-皇后纪下.txt,
王邑,460,漢書,第五十八章:何武王嘉师丹传,出侍中王邑、射声校尉王邯等。,data/raw/mirror/漢書/传/第五十八章-何武王嘉师丹传.txt,
王邑,1015,全漢文,卷四十八,前大行尸柩在堂，而官爵臣等㠯及親屬，赫然皆貴寵，封舅爲陽安矦，皇后尊號未定，豫封父爲孔鄕矦，出侍中王邑、射聲校尉王邯等。,data/raw/全漢文/卷四十八.txt,
王邑,1667,漢書,086,出侍中王邑、射聲校尉王邯等。,data/raw/漢書/卷086.txt,
金敞,474,漢書,第五十章:萧望之传,望之选白宗室明经达学散骑、谏大夫刘更生给事中，与侍中金敞并拾遗左右。,data/raw/mirror/漢書/传/第五十章-萧望之传.txt,
金敞,1040,前漢紀,021,時蕭望之周堪劉向及侍中金敞安上子中正敢言¶,data/raw/前漢紀/卷021.txt,
金敞,1647,漢書,078,望之選白宗室明經達學散騎諫大夫劉更生給事中，與侍中金敞並拾遺左右。,data/raw/漢書/卷078.txt,
金敞,497,漢書,第六章:楚元王传,元帝初即位，太傅萧望之为前将军，少傅周堪为诸吏光禄大夫，皆领尚书事，甚见尊任，更生年少于望之、堪，然二人重之，荐更生宗室忠直，明经有行，擢为散骑、宗正给事中，与侍中金敞拾遗于左右。,data/raw/mirror/漢書/传/第六章-楚元王传.txt,
金敞,1575,漢書,036,更生年少於望之、堪，然二人重之，薦更生宗室忠直，明經有行，擢為散騎宗正給事中，與侍中金敞拾遺於左右。,data/raw/漢書/卷036.txt,
杨琦,615,三國志,06,侍中楊琦上封事曰：「傕，邊鄙之人，習於夷風，今又自知所犯悖逆，常有怏怏之色，欲輔車駕幸黃白城以紓其憤。,data/raw/三國志/卷06.txt,
杨琦,888,全後漢文,卷五十一,（注：《魏志‧董卓傳》注引《獻帝起居注》︰「李傕移乘輿幸北塢，侍中楊琦上封事。,data/raw/全後漢文/卷五十一.txt,
杨琦,1457,後漢紀,028,臭不可食帝大怒欲責之詰侍中楊琦上封事曰傕¶,data/raw/後漢紀/卷028.txt,
杨琦,621,三國志,06,」使侍中楊琦高舉車帷。,data/raw/三國志/卷06.txt,
杨琦,1338,後漢書,72,』使侍中楊琦高舉車帷。,data/raw/後漢書/卷72.txt,
杨琦,1462,後漢紀,028,兗州六月侍中楊琦黄門侍郎丁沖鍾繇尚書左丞¶,data/raw/後漢紀/卷028.txt,
孙峻,17,三國志,第十九章:诸葛滕二孙濮阳传,权疾困，召恪、弘及太常滕胤、将军吕据、侍中孙峻，属以后事。,data/raw/mirror/三國志/吴书/第十九章-诸葛滕二孙濮阳传.txt,
孙峻,795,三國志,64,權疾困，召恪、弘及太常滕胤、將軍呂據、侍中孫峻，屬以後事。,data/raw/三國志/卷64.txt,
张绍,22,三國志,第三章:后主传,谨遣私署侍中张绍、光禄大夫谯周、驸马都尉邓良奉赍印缓，请命告诚，敬输忠款，存亡敕赐，惟所裁之。,data/raw/mirror/三國志/蜀书/第三章-后主传.txt,
张绍,23,三國志,第三章:后主传,尚书令樊建、侍中张绍、光禄大夫谯周、秘书令郤正、殿中督张通并封列侯。,data/raw/mirror/三國志/蜀书/第三章-后主传.txt,
郭攸之,26,三國志,第九章:董刘马陈董吕传,上疏曰：“侍中郭攸之、费祎、侍郎董允等，先帝简拔以遗陛下，至於斟酌规益，进尽忠言，则其任也。,data/raw/mirror/三國志/蜀书/第九章-董刘马陈董吕传.txt,费祎
郭攸之,752,三國志,39,上疏曰：「侍中郭攸之、費禕、侍郎董允等，先帝簡拔以遺陛下，至於斟酌規益，進盡忠言，則其任也。,data/raw/三國志/卷39.txt,费祎
马良,31,三國志,第二章:先主传,二月，先主自秭归率诸将进军，缘山截岭，於夷道猇亭驻营，自佷山通武陵，遣侍中马良安慰五谿蛮夷，咸相率响应。,data/raw/mirror/三國志/蜀书/第二章-先主传.txt,
马良,739,三國志,32,）通武陵，遣侍中馬良安慰五谿蠻夷，咸相率響應。,data/raw/三國志/卷32.txt,
诸葛瞻,41,三國志,第十三章:黄李吕马王张传,侍中诸葛瞻，丞相亮之子，恪从弟也，嶷与书曰：“东主初崩，帝实幼弱，太傅受寄讬之重，亦何容易！,data/raw/mirror/三國志/蜀书/第十三章-黄李吕马王张传.txt,
诸葛瞻,761,三國志,43,侍中諸葛瞻，丞相亮之子，恪從弟也。,data/raw/三國志/卷43.txt,
许允,51,三國志,第九章:诸夏侯曹传,侍中许允、尚书陈泰说爽，使早自归罪。,data/raw/mirror/三國志/魏书/第九章-诸夏侯曹传.txt,
许允,633,三國志,09,侍中許允、尚書陳泰說爽，使早自歸罪。,data/raw/三國志/卷09.txt,
何晏,74,三國志,第二十二章:桓二陈徐卫卢传,时曹爽秉权，将树其党，徙毓仆射，以侍中何晏代毓。,data/raw/mirror/三國志/魏书/第二十二章-桓二陈徐卫卢传.txt,
何晏,714,三國志,22,時曹爽秉权，將树其黨，徙毓仆射，以侍中何晏代毓。,data/raw/三國志/卷22.txt,
刘晔,77,三國志,第二十五章:辛毗杨阜高堂隆传,文帝问侍中刘晔等：“武都太守何如人也？,data/raw/mirror/三國志/魏书/第二十五章-辛毗杨阜高堂隆传.txt,
刘晔,85,三國志,第十七章:张乐于张徐传,帝遣侍中刘晔将太医视疾，虎贲问消息，道路相属。,data/raw/mirror/三國志/魏书/第十七章-张乐于张徐传.txt,
刘晔,671,三國志,14,臣言誠不足採，侍中劉曄先帝謀臣，常曰蜀不可伐。,data/raw/三國志/卷14.txt,
周毖,82,三國志,第六章:董二袁刘传,侍中周毖、城门校尉伍琼、议郎何颙等，皆名士也，卓信之，而阴为绍，乃说卓曰：“夫废立大事，非常人所及。,data/raw/mirror/三國志/魏书/第六章-董二袁刘传.txt,
周毖,623,三國志,06,侍中周毖、城門校尉伍瓊、議郎何顒等，皆名士也，卓信之，而陰爲紹，乃說卓曰：「夫廢立大事，非常人所及。,data/raw/三國志/卷06.txt,
周毖,1344,後漢書,74上,時侍中周珌、城門校尉伍瓊為卓所信待，瓊等陰為紹說卓曰：「夫廢立大事，非常人所及。,data/raw/後漢書/卷74上.txt,
孙邕,84,三國志,第十一章:袁张凉国田王邴管传,正始二年，太仆陶丘一、永宁卫尉孟观、侍中孙邕、中书侍郎王基荐宁曰：,data/raw/mirror/三國志/魏书/第十一章-袁张凉国田王邴管传.txt,
孙邕,651,三國志,11,【正始二年】，太僕陶丘一、永寧衞尉孟觀、侍中孫邕、中書侍郎王基薦寧曰：,data/raw/三國志/卷11.txt,
傅巽,98,三國志,第十六章:任苏杜郑仓传,侍中傅巽掐则曰：“不谓卿也。,data/raw/mirror/三國志/魏书/第十六章-任苏杜郑仓传.txt,
傅巽,679,三國志,16,侍中傅巽掐（注：音苦洽反。,data/raw/三國志/卷16.txt,
傅巽,56,三國志,第二十一章:王卫二刘傅传,伯父巽，黄初中为侍中尚书。,data/raw/mirror/三國志/魏书/第二十一章-王卫二刘傅传.txt,
傅巽,681,三國志,16,侍中傅巽目之，乃悟。,data/raw/三國志/卷16.txt,
郑小同,113,三國志,第四章:少帝纪,九月庚子，讲尚书业终，赐执经亲授者司空郑冲、侍中郑小同等各有差。,data/raw/mirror/三國志/魏书/第四章-少帝纪.txt,
郑小同,599,三國志,04,九月庚子，講尚書業終，賜執經親授者司空鄭冲、侍中鄭小同等各有差。,data/raw/三國志/卷04.txt,
李延年,136,史記,第二章:乐书,至今上即位，作《十九章》，令侍中李延年次序其声，拜为协律都尉。,data/raw/mirror/史記/八书/第二章-乐书.txt,
李延年,1082,史記,024,至今上即位，作十九章，令侍中李延年次序其聲，拜為協律都尉。,data/raw/史記/卷024.txt,
刘能卿,146,後漢書,第一章:刘玄刘盆子列传,侍中刘能卿知其谋，以告之。,data/raw/mirror/後漢書/列传/第一章-刘玄刘盆子列传.txt,
刘能卿,1126,後漢書,11,侍中劉能卿知其謀，以告之。,data/raw/後漢書/卷11.txt,
刘能卿,1405,後漢紀,003,未行其計侍中劉熊卿知其謀告之更始召申屠建¶,data/raw/後漢紀/卷003.txt,
刘恭,147,後漢書,第一章:刘玄刘盆子列传,初，侍中刘恭以赤眉立其弟盆子，自系诏狱：闻更始败，乃出，步从至高陵，止传舍。,data/raw/mirror/後漢書/列传/第一章-刘玄刘盆子列传.txt,
刘恭,1127,後漢書,11,初，侍中劉恭以赤眉立其弟盆子，自繫詔獄；,data/raw/後漢書/卷11.txt,
刘恭,1407,後漢紀,003,王劉祉尚書任延君侍中劉恭歩將更始至髙陵嚴¶,data/raw/後漢紀/卷003.txt,
丁恭,156,後漢書,第七十五章:儒林列传下,二十年，拜侍中祭酒、骑都尉，与侍中刘昆俱在光武左右，每事谘访焉。,data/raw/mirror/後漢書/列传/第七十五章-儒林列传下.txt,刘昆
