term_id,person_id,name,dynasty_primary,start_ym,end_ym,start_year,end_year,nature,nature_primary,evidence,book,juan,quote_head
15986,P0097,施延,东汉,阙,阙,129,,有道拜侍中；后太尉；永建中,见原典,有明文,后汉书,卷66郭陈列传,有诏拜有道高第士沛国施延为侍中，延后位至太尉
15993,P0101,朱展,东汉,阙,阙,,,献帝时侍中；东涧战死,见原典,有明文,后汉书,第十章:孝献帝纪,十一月庚午，李傕、郭汜等追乘舆，战于东涧，王师败绩，杀光禄勋邓泉、卫尉士孙瑞、廷尉宣播、大长秋苗祀、步兵校尉魏桀、侍中朱展、射声校尉沮俊
15996,P0104,李尤,东汉,阙,阙,25,,建武侍中,见原典,有明文,后汉书,第七十六章:文苑列传上,永宁元年，太后又诏珍与B05A駼作建武已来名臣传，迁侍中、越骑校尉
16002,P0107,李法,东汉,阙,阙,,,历位将军大夫侍中；和帝时,见原典,有明文,后汉书,卷78杨李翟应霍爰徐传,李法字伯度，汉中南郑人也
16004,P0108,李膺,东汉,阙,阙,,,再迁侍中虎贲中郎将,见原典,有明文,后汉书,卷97党锢传,李膺字元礼，潁川襄城人也
16008,P0110,杜乔,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,后汉书,第五十七章:李杜列传,侍中杜乔，学深行直，当世良臣，久托疾病，可敕令起
16012,P0112,来历,东汉,阙,阙,97,,永元中为侍中，监羽林右骑,见原典,有明文,后汉书,第五章:李王邓来列传,历字伯珍，少袭爵，以公主子，永元中为侍中，监羽林右骑
16014,P0114,杨厚,东汉,阙,阙,127,,三迁为侍中；永建二年,见原典,有明文,后汉书,卷50上苏竟杨厚传,杨厚字仲桓，广汉新都人也
16016,P0115,杨奇,东汉,阙,阙,,,灵帝时为侍中,见原典,有明文,后汉书,卷八十四,牧孙奇，灵帝时为侍中，帝尝从容問奇曰：『朕何如桓帝？』
16017,P0116,杨彪,东汉,阙,阙,,,侍中卫尉；太尉；从献帝西迁,见原典,有明文,后汉书,卷84,熹平中，以博习舊闻，公车徵拜议郎，迁侍中、京兆尹
16020,P0117,杨政,东汉,阙,阙,,,拜为侍中；光武帝时,见原典,有明文,后汉书,卷109儒林上,杨政字子行，京兆人也
16022,P0118,杨文父,东汉,阙,阙,,,侍中（碑刻）,见原典,有明文,隶續,020,右侍中杨文父神道字体格与冯幽州阙相似必西¶
16023,P0119,杨琦,东汉,阙,阙,,,献帝时侍中,见原典,有明文,三国志,卷6董二袁刘传,李傕移乘舆幸北坞，侍中杨琦上封事
16026,P0120,杨秉,东汉,阙,阙,,,迁侍中尚书；太尉,见原典,有明文,后汉书,卷84杨震传,桓帝即位，以明《尚书》徵入劝讲……迁侍中、尚书
16028,P0121,杨统,东汉,阙,阙,,,为侍中,见原典,有明文,后汉书,卷50上,时統为侍中，厚随在京师
16029,P0122,杨赐,东汉,阙,阙,,,再迁侍中越骑校尉；司空,见原典,有明文,后汉书,卷84,后以司空高第，再迁侍中、越骑校尉
16032,P0124,桓郁,东汉,阙,阙,71,,永平十四年侍中,见原典,有明文,后汉书,37,一二五五页一行以侍中監虎贲中郎将按：刊誤谓汉无監虎贲官，盖是「兼」字，与丁鸿同也
16034,P0125,楼望,东汉,阙,阙,40,,侍中越骑校尉；大司农；建武中,见原典,有明文,后汉书,卷109儒林下,永平初，为侍中、越骑校尉，入讲省内
16036,P0127,江革,东汉,阙,阙,121,,建光中侍中,见原典,有明文,后汉书,第三十一章:刘赵淳于江刘周赵列传,引见极日，访以政事，迁侍中骑都尉，礼待甚优
16039,P0128,淳于恭,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,,,
16043,P0130,爰延,东汉,阙,阙,,,再迁为侍中；桓帝时,见原典,有明文,后汉书,卷78杨李翟应霍爰徐传,爰延字季平……再迁为侍中
16045,P0131,王允,东汉,阙,阙,,,献帝时为侍中守尚书令,见原典,有明文,后汉书,卷96王允传,王允字子师，太原祁人也
16058,P0140,王方,东汉,阙,阙,,,致位侍中,见原典,有明文,后汉书,卷五十五卓鲁魏刘传,恭薦中牟名士王方……方致位侍中
16077,P0150,王辅,东汉,阙,阙,,,侍中；持节分诣山川祈祭,见原典,有明文,全后汉文,卷七,深恐在所慢违「如在」之义，今遣侍中王辅等，持節分詣岱山、东海、滎阳、河、洛，尽心祈焉
16080,P0151,王逸,东汉,阙,阙,,,顺帝时为侍中,见原典,有明文,后汉书,卷110文苑上,王逸字叔师，南郡宜城人也
16096,P0159,种劭,东汉,阙,阙,,,献帝即位拜侍中,见原典,有明文,后汉书,卷76张王种陈列传,及进败，献帝即位，拜劭为侍中
16098,P0161,窦宪,东汉,阙,阙,,,侍中内干机密；车骑将军；大将军,见原典,有明文,后汉书,卷23窦融传,和帝即位，太后临朝，憲以侍中，内干機密，出宣誥命
16102,P0162,窦机,东汉,阙,阙,,,渭阳侯拜侍中,见原典,有明文,后汉书,卷99窦何传,子機渭阳侯拜侍中
16103,P0163,耿承,东汉,阙,阙,,,林虑侯位至侍中,见原典,有明文,后汉书,卷49耿弇传,宝弟子承襲公主爵为林虑侯，位至侍中
16104,P0164,耿箕,东汉,阙,阙,134,,牟平侯为侍中；阳嘉三年,见原典,有明文,后汉书,卷49,顺帝遂紹封宝子箕牟平侯，为侍中
16110,P0168,荀悦,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,后汉纪,029,封操万三千户平幽兾之功也八月侍中荀悦撰政¶
16113,P0170,萧育,东汉,阙,阙,,,再迁侍中,见原典,有明文,后汉书,卷109儒林下,岁余復徵，再迁侍中，卒于官
16119,P0173,蔡玄,东汉,阙,阙,,,顺帝时侍中,见原典,有明文,后汉书,第七十五章:儒林列传下,迁侍中，出为弘农太守，卒官
16121,P0174,蔡茂,东汉,阙,阙,,,哀平间侍中；光武司徒,见原典,有明文,后汉书,卷56伏侯宋蔡冯赵牟韦传,哀、平间以儒学显……迁侍中
16123,P0175,蔡邕,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,三国志,06,卓怒，罷坐，欲誅植，侍中蔡邕劝之，得免
16124,P0176,虞子和,东汉,阙,阙,,,献帝时为侍中在长安,见原典,有明文,后汉书,卷105刘虞公孙瓒陶谦传,时，虞子和为侍中，因此遣和潛从武关出，告虞将兵來迎
16126,P0177,袁隗,东汉,阙,阙,,,太傅（表郑玄为侍中未行）,见原典,有明文,后汉书,卷65张曹郑传,后将军袁隗表为侍中，以父丧不行
16131,P0180,许慎,东汉,阙,阙,,,迁侍中；太尉南阁祭酒,见原典,有明文,,,
16133,P0181,许相,东汉,阙,阙,,,灵帝时侍中，与曹节王甫张让并为列侯,见原典,有明文,后汉书,第七十三章:宦者列传,伏闻中常侍曹节、王甫、张让等，及侍中许相，并为列侯
16141,P0184,谢弼,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,后汉书,第五十章:杜栾刘李刘谢列传,勋后再迁至九卿，以病免，拜为侍中
16143,P0185,谢惲,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,后汉书,第六章:孝安帝纪,辛卯，大将军耿宝、中常侍樊丰、侍中谢惲、周广、乳母野王君王圣，坐相阿党，丰、惲、广下狱死，宝自杀，圣徙雁门
16144,P0186,谢笃,东汉,阙,阙,,,为侍中（耿宝党与）,见原典,有明文,后汉书,卷十下皇后纪,惲弟侍中篤、篤弟大将军长史宓……更相阿党
16147,P0188,贺纯,东汉,阙,阙,,,安帝时侍中,见原典,有明文,三国志,60,齐伯父纯，儒学有重名，安帝时为侍中、江夏太守，去官，与江夏黄琼、〔广汉〕杨厚俱公车徵
16148,P0189,贾复,东汉,阙,阙,,,少为侍中虎贲中郎将；执金吾,见原典,有明文,后汉书,卷47冯岑贾传,少为侍中、虎贲中郎将，朝廷多稱其能
16150,P0190,贾建,东汉,阙,阙,,,即墨侯侍中；尚临颍公主,见原典,有明文,后汉书,第十二章:皇后纪下,皇女利，元年封临颍公主，适即墨侯侍中贾建
16151,P0191,贾彪,东汉,阙,阙,,,三迁侍中,见原典,有明文,后汉书,卷97党锢传,贾彪字伟節，潁川定陵人也
16153,P0192,贾逵,东汉,阙,阙,,,侍中；骑都尉；经学家,见原典,有明文,后汉书,卷36,和帝时，侍中贾逵薦尤有相如、杨雄之风
16156,P0193,赵代,东汉,阙,阙,,,为侍中；安帝时,见原典,有明文,后汉书,卷五十五,侍中闾丘弘、陈光、赵代、施延……
16157,P0194,赵典,东汉,阙,阙,147,,建和初侍中,见原典,有明文,后汉书,第十七章:宣张二王杜郭吴承郑赵,建和初，四府表荐，征拜议郎，侍讲禁内，再迁为侍中
16160,P0195,赵孝,东汉,阙,阙,66,,永平中侍中,见原典,有明文,后汉书,第三十一章:刘赵淳于江刘周赵列传,永平中，辟太尉府，显宗素闻其行，诏拜谏议大夫，迁侍中，又迁长乐卫尉
16162,P0196,赵憙,东汉,阙,阙,,,光武时为侍中骑都尉,见原典,有明文,后汉书,卷55,赵憙字伯阳，南阳宛人也
16163,P0197,赵苞,东汉,阙,阙,,,征拜侍中,见原典,有明文,后汉书,卷111独行列传,赵苞字威豪……徵拜侍中，每朝廷大事，侃然正色，百官憚之
16164,P0198,邓义,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,全后汉文,卷八十七,侍中邓义㠯为不然而难之，彧令統荅焉
16165,P0199,邓叠,东汉,阙,阙,,,窦宪时侍中，行征西将军事为副,见原典,有明文,后汉书,第十三章:窦融列传,'宪独不受封，遂将兵出镇凉州，以侍中邓叠行征西将军事为副
16167,P0200,邓干,东汉,阙,阙,,,和帝复封拜侍中,见原典,有明文,后汉书,卷46邓寇传,元興元年，和帝復封乾本国，拜侍中
16168,P0201,邓建,东汉,阙,阙,,,邓太后时为侍中；顺帝时,见原典,有明文,后汉书,卷46邓寇传,时邓太后临朝，光寵最盛，以建为侍中，顺帝时为光禄勳
16169,P0202,邓弘,东汉,阙,阙,,,为侍中,见原典,有明文,后汉书,卷四十六,悝虎贲中郎将，弘、阊皆侍中
16170,P0203,邓蕃,东汉,阙,阙,,,昌安侯侍中；尚平皋公主,见原典,有明文,后汉书,第十二章:皇后纪下,皇女小姬，十二年封平皋公主，适昌安侯侍中邓蕃
16171,P0204,邓阊,东汉,阙,阙,,,为侍中,见原典,有明文,,,
16172,P0205,邓骘,东汉,阙,阙,,,大将军（举侍中鲁丕）,见原典,有明文,后汉书,卷46邓寇传,大将军邓骘举丕，再迁，復为侍中
16175,P0207,郑均,东汉,阙,阙,147,,建和初侍中,见原典,有明文,,,
16180,P0209,郑弘,东汉,阙,阙,84,,为侍中；后太尉；元和元年,见原典,有明文,,,
16183,P0211,郑玄,东汉,阙,阙,,,被表为侍中，以父丧不行（未任）,见原典,有明文,,,
16186,P0213,郗虑,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,后汉纪,029,将兵于河上八月辛卯侍中郗虑尚书令荀彧司隷¶
16187,P0214,郤巡,东汉,阙,阙,,,官至侍中,见原典,有明文,后汉书,卷一百十二方术上,陈郡郤巡，学传英业，官至侍中
16188,P0215,郭举,东汉,阙,阙,85,,窦宪女弟婿，为侍中射声校尉；另章帝元和中有郭举伏诛,见原典,有明文,后汉书,101,三二三四页一０行憲女弟婿郭举为侍中射聲校尉按：窦憲传作「憲女婿」，通鉴同，此云「憲女弟婿」，未詳孰是
16192,P0217,郭昌,东汉,阙,阙,,,光武时侍中,见原典,有明文,史记,第五十一章:卫将军骠骑列传,以御见，侍中，为校尉，数从大将军
16210,P0225,金迁,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,后汉纪,006,上愈亲厚之融久不自安数辞让爵位因侍中金迁¶
16211,P0226,钟兴,东汉,阙,阙,,,光武时侍中,见原典,有明文,,,
16214,P0228,闾丘弘,东汉,阙,阙,,,为侍中；安帝时,见原典,有明文,后汉书,卷五十五李王邓來传,侍中闾丘弘、陈光、赵代、施延……俱詣鸿都门證太子无过
16215,P0229,阎畅,东汉,阙,阙,,,以后父为侍中长水校尉；安帝时,见原典,有明文,后汉书,卷10下皇后纪,以后父侍中暢为长水校尉，封北宜春侯
16217,P0231,阴兴,东汉,阙,阙,,,侍中卫尉关内侯，领侍中受顾命,见原典,有明文,后汉书,卷62,明年夏，帝风眩疾甚，后以興领侍中，受顾命于云臺广室
16219,P0232,阴统,东汉,阙,阙,,,袭封昆阳侯，位侍中,见原典,有明文,后汉书,卷十下皇后纪,以康弟統襲封昆阳侯，位侍中
16220,P0233,阴识,东汉,阙,阙,,,迁侍中；执金吾,见原典,有明文,后汉书,卷62樊宏阴识传,迁侍中，以母忧辞归
16222,P0234,陈俊,东汉,阙,阙,,,光武即位以为侍中骑都尉；琅邪太守,见原典,有明文,后汉书,卷28吴盖陈臧传,光武即位，以为侍中、骑都尉，封山都侯
16224,P0235,陈光,东汉,阙,阙,,,为侍中；安帝时,见原典,有明文,,,
16229,P0237,陈球,东汉,阙,阙,,,拜侍中转执金吾,见原典,有明文,后汉书,卷86陈王列传,陈球字伯真，下邳淮浦人也
16236,P0241,陈翔,东汉,阙,阙,,,见原典「侍中」明文,见原典,有明文,,,
16246,P0248,韩嵩,东汉,阙,阙,,,侍中、零陵太守,见原典,有明文,后汉书,卷一百九袁紹刘表列传下,至许，果拜嵩侍中、零陵太守
16248,P0249,韩说,东汉,阙,阙,,,侍中；太常府覆校注记,见原典,有明文,全后汉文,卷八十一,侍中韩说、博士蔡较、谷城门𠊱刘洪、右郎中陈調于太常府，覆校注说，平议难問，恂、誠各对
16253,P0252,马宇,东汉,阙,阙,,,献帝时侍中,见原典,有明文,三国志,卷6董二袁刘传,侍中马宇与谏议大夫种邵、左中郎将刘範等謀，欲使腾襲长安
16255,P0253,马康,东汉,阙,阙,90,,永元二年为侍中,见原典,有明文,后汉书,卷五十四马援传,永元二年，光为太僕，康为侍中
16256,P0254,马武,东汉,阙,阙,,,光武即位为侍中骑都尉,见原典,有明文,后汉书,卷32朱景王杜马刘傅坚马传,世祖即位，以武为侍中、骑都尉，封山都侯
16262,P0257,魏应,东汉,阙,阙,58,,永平初再迁侍中；白虎观难问,见原典,有明文,后汉书,卷七十九儒林下,永平初，为博士，再迁侍中
15929,P0064,孙峻,吴,阙,阙,,,吴侍中；孙权疾困属以后事,见原典,有明文,三国志,第十九章:诸葛滕二孙濮阳传,权疾困，召恪、弘及太常滕胤、将军吕据、侍中孙峻，属以后事
15933,P0066,孙綝,吴,阙,阙,,,侍中武卫将军领中外诸军事,见原典,有明文,三国志,卷64诸葛滕二孙濮阳传,以从弟偏将军綝为侍中、武卫将军，领中外诸军事
15963,P0081,张布,吴,阙,阙,,,骠骑将军加侍中,见原典,有明文,三国志,卷64,张布为骠骑将军，加侍中
15987,P0098,是仪,吴,阙,阙,,,见原典,见原典,有明文,三国志,第十七章:是仪胡综传,权下都建业，详、综并为侍中，进封乡侯，兼左右领军
15995,P0102,李仁,吴,阙,阙,,,吴侍中,见原典,有明文,三国志,卷四十八（注引）,吴平后，晋侍中庾峻等問皓侍中李仁曰：『闻吴主披人面，刖人足，有诸乎？』
16076,P0149,王蕃,吴,阙,阙,,,孙皓时为侍中,见原典,有明文,三国志,卷65王楼贺韦华传,孙皓即位……为侍中，常领左国史
16216,P0230,阚泽,吴,阙,阙,235,,嘉禾中中书令加侍中,见原典,有明文,三国志,卷53张严程阚薛传,嘉禾中，为中书令，加侍中
16250,P0250,顾雍,吴,阙,阙,,,见原典「侍中」明文,见原典,有明文,三国志,第七章:张顾诸葛步传,及登卒后，为侍中，拜羽林都督，平三典军事，迁扬武将军
15866,P0033,刘棻,新,阙,阙,,,侍中五官中郎将（伊休侯）；王莽时,见原典,有明文,汉书,第七十七章:王莽传下,”伊休侯者，歆长子也，为侍中五官中朗将，莽素爱之
16000,P0106,李棽,新,阙,阙,,,侍中掌牧大夫，拜大将军扬州牧，赐名圣；王莽时,见原典,有明文,汉书,第七十七章:王莽传下,乃拜侍中掌牧大夫李棽为大将军、扬州牧，赐名圣，使将兵奋击
16054,P0137,王奇,新,阙,阙,,,侍中；扬武将军；王莽时,见原典,有明文,汉书,第五十六章:翟方进传,复以邑弟侍中王奇为扬武将军，城门将军赵恢为强弩将军，中郎将李棽为厌难将军，复将兵西
16059,P0141,王望,新,阙,阙,,,新莽末侍中；王莽时,见原典,有明文,汉书,第七十七章:王莽传下,中黄门各拔刃将忠等送庐，忠拔剑欲自刎，侍中王望传言大司马反，黄门持剑共格杀之
15956,P0077,庾峻,晋,阙,阙,,,晋侍中（**非两汉**）,见原典,有明文,三国志,卷四十八（注引）,晋侍中庾峻等問皓侍中李仁曰……
15884,P0040,刘能卿,更始,阙,阙,,,更始帝侍中,见原典,有明文,后汉书,第一章:刘玄刘盆子列传,侍中刘能卿知其谋，以告之
16067,P0143,王歙,更始,阙,阙,,,光武时侍中,见原典,有明文,后汉书,第四章:宗室四王三侯列传,更始立，歙从入关，封为元氏王，终为侍中
15857,P0029,刘恭,更始_东汉,阙,阙,,,更始帝侍中,见原典,有明文,后汉书,第一章:刘玄刘盆子列传,初，侍中刘恭以赤眉立其弟盆子，自系诏狱：闻更始败，乃出，步从至高陵，止传舍
15835,P0018,傅巽,汉魏之际,阙,阙,223,,黄初中为侍中尚书,见原典,有明文,三国志,卷21王卫二刘傅传,伯父巽，黄初中为侍中尚书
15854,P0028,刘廙,汉魏之际,阙,阙,,,魏王侍中；禅代奏议,见原典,有明文,三国志,卷02,魏王侍中刘廙、辛毗、刘曄、尚书令桓阶等言
15863,P0032,刘晔,汉魏之际,阙,阙,,,魏侍中；文帝谋臣,见原典,有明文,三国志,第二十五章:辛毗杨阜高堂隆传,文帝问侍中刘晔等：“武都太守何如人也？
15897,P0044,华歆,汉魏之际,阙,阙,,,转侍中代荀彧为尚书令,见原典,有明文,三国志,卷13钟繇华歆王朗传,歆至，拜议郎，参司空军事，入为尚书，转侍中，代荀彧为尚书令
15924,P0058,和峤,汉魏之际,阙,阙,,,见原典「侍中」明文,见原典,有明文,三国志,10,臣-{松}-之案和嶠为侍中，荀顗亡沒久矣
15983,P0094,徐宣,汉魏之际,阙,阙,,,见原典「侍中」明文,见原典,有明文,三国志,22,帝遂以宣为左仆射，后加侍中灌禄大夫
16071,P0145,王粲,汉魏之际,阙,阙,,,魏侍中,见原典,有明文,三国志,卷21王卫二刘傅传,是行也，侍中王粲作五言诗以美其事
16097,P0160,种辑,汉魏之际,阙,阙,,,为侍中（谋诛董卓）,见原典,有明文,三国志,卷十荀彧攸贾詡传,攸与议郎郑泰、何颙、侍中種辑、越骑校尉伍瓊等謀曰……
16105,P0165,耿纪,汉魏之际,阙,阙,,,献帝时侍中,见原典,有明文,三国志,卷23和常杨杜赵裴传,后至许，见侍中耿纪，语终夜
16182,P0210,郑文信,汉魏之际,阙,阙,,,见原典「侍中」明文,见原典,有明文,三国志,23,冯翊甲族桓、田、吉、郭及故侍中郑文信等，颇以其各有器实，共纪识之
16185,P0212,郑称,汉魏之际,阙,阙,223,,魏侍中；武德侯傅；黄初中,见原典,有明文,三国志,卷02文帝纪注引魏略,以侍中郑稱为武德侯傅
16212,P0227,钟繇,汉魏之际,阙,阙,,,迁侍中尚书仆射；以侍中守司隶校尉,见原典,有明文,三国志,卷13,拜御史中丞，迁侍中尚书僕射
